Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Name,Reviewer_Star,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profile_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic,sentiment,category,category_2
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Hamza Izourane,1,"L'agence est toujours bondée de clients à l'intérieur comme à l'extérieur, ce qui ne convient pas à ceux qui ont des engagements ou des rendez-vous.
Même le guichet de versement d'argent qui se trouve á l’intérieur de l’agence est toujours en panne.",2024-02-13 00:58:13.786535,0,https://www.google.com/maps/contrib/107109936786970075974/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Localisation et accessibilité,negative,"agence bondée, panne du guichet de versement dargent",negative,Localisation et Accessibilité,Localisation et Accessibilité
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,ان الله مع الصابرين,1,Bonjour je voudrais faire une réclamation d 'un agent qui travaille chez vous dans la gance mehaita ( sécurité) il me provoque d'un manière sauvage qui ne respecte pas avec la façon du parle mal,2023-11-15 00:58:13.786539,1,https://www.google.com/maps/contrib/104180415298349529240/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,negative,"provocation physique, non-respect des règles de communication",negative,Sécurité,Sécurité
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Reda Ibnerrady,1,"Le service et nul les agents toujours occupé , mauvais banque. Je vous change d autre bank",2022-08-12 00:58:13.786543,4,https://www.google.com/maps/contrib/107124476020321612146/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,"Mauvais service, Agents occupés",negative,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Tarik Lahrach,5,👍🏻 …,2023-08-12 00:58:13.786551,0,https://www.google.com/maps/contrib/104904015077682238038/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service clientèle,positive,"Pas dassistance en ligne, Pas de service de rappel",positive,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Redouane Fae (Silya),2,"Je donne deux étoiles à cet endroit parce que je ne veux pas être injuste.
Tout va bien sauf une chose
Le plus important ! …",2024-07-12 00:58:13.786556,0,https://www.google.com/maps/contrib/109682361782056571293/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Gestion des comptes,negative,Problème avec louverture de compte,negative,Gestion des Comptes,Gestion des Comptes
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Mohamed Chebaby,5,"Mon expérience avec eux s'est plutôt bien déroulée, je n'ai rencontré aucun problème et le personnel était super",2024-07-12 00:58:13.786559,0,https://www.google.com/maps/contrib/116059852827715337598/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,super,positive,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,World Music,5,"Mon expérience avec cette banque est bonne et excellente, et elle propose de nombreux services, je leur conseille de s'occuper de la sécurité électronique de l'entreprise et de renforcer le contrôle de la vie privée des clients.",2024-07-12 00:58:13.786563,0,https://www.google.com/maps/contrib/114218517846279447426/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,services divers,positive,nombreux,positive,services divers,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Juan Man,1,"La pire banque de l'histoire, je ne la recommande à personne. Et le service épouvantable.",2024-04-13 00:58:13.786567,0,https://www.google.com/maps/contrib/100092994628134033578/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service épouvantable,negative,Pire banque de lhistoire,negative,Service épouvantable,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Mustafa Bouyessk,1,"La pire agence face à l'univers, je le jure devant Dieu
Ils rougissent de regret au point de ne pas prendre de photos",2024-01-14 00:58:13.786571,2,https://www.google.com/maps/contrib/105713061644977442828/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service clientèle réactif,negative,"Rapide, Réactif",negative,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Hassan Gdid,1,Le pire service de l'histoire. J'y suis allé 3 fois pour ouvrir un compte et le gérer. J'ai marché jusqu'au centre commercial pendant une demi-heure et ils m'ont tout dit.,2023-08-12 00:58:13.786575,3,https://www.google.com/maps/contrib/109007987837476441770/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,"Pire service de lhistoire, Difficile dobtenir un compte",negative,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Crypto Fox,1,"Pourquoi regrettez-vous de m'avoir appelé pendant les heures de travail ? Vous n'avez pas le temps de répondre au client, alors il commence à vous interrompre. Regardez comment fonctionne son service.",2023-08-12 00:58:13.786578,2,https://www.google.com/maps/contrib/101070138151521630112/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,negative,"interrompre, pas le temps",negative,Sécurité,Sécurité
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,El Habib Dadda,1,"Une banque de mauvaise qualité. Ils ne méritent pas d’avoir une personne parmi leurs clients. Ils ne répondent pas au téléphone ou aux e-mails, et ne facilitent pas non plus la recherche de solutions aux problèmes. Je ne recommande pas de traiter avec eux.",2022-08-12 00:58:13.786582,9,https://www.google.com/maps/contrib/109779332650879719669/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Qualité des services,negative,"Mauvaise qualité, Non réactif",negative,Qualité du Service,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Najat Akh,1,Personne ne répond au téléphone. Le service n'est pas au niveau souhaité.,2023-08-12 00:58:13.786586,1,https://www.google.com/maps/contrib/106836847400428850041/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,personne ne répond au téléphone,negative,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Ahmed Amouzoune,1,"Je suis maintenant près de votre administration pour créer un nouveau compte, et la personne chargée d'exécuter cette tâche n'est disponible qu'à 11 heures. Qu'est-ce qui explique cette situation",2021-08-12 00:58:13.786590,8,https://www.google.com/maps/contrib/115785735769091343587/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Temps d'attente,negative,Personne disponible à 11 heures,negative,Temps d'Attente,Temps d'Attente
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Livrizo Taroudan,5,très bien,2024-01-14 00:58:13.786594,0,https://www.google.com/maps/contrib/115952115262442811738/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,banque en ligne,positive,"facile, rapide",positive,Technologie et Digitalisation,Autre
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Soof Morocco,5,"J'aimerais poser une question, s'il vous plaît",2023-08-12 00:58:13.786597,1,https://www.google.com/maps/contrib/101153509199823959218/reviews?hl=fr,,2023-08-12 00:58:13.897066,service client,positive,aucun,positive,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Adam Habib,1,Le pire service client de tous les temps !,2021-08-12 00:58:13.786601,4,https://www.google.com/maps/contrib/114546386020169742555/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,pire service client de tous les temps,negative,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Ismail Saber,5,Merci pour vos services de facilitation,2019-08-13 00:58:13.786608,2,https://www.google.com/maps/contrib/109801264798592220805/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,facilité d'ouverture de compte,positive,"simple, rapide",positive,Ouverture de Compte,Ouverture de Compte
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Mr Follan,5,Bonnes prestations,2023-12-15 00:58:13.786612,0,https://www.google.com/maps/contrib/112929884969022957756/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,ouverture de compte,positive,"facile, rapidite",positive,Ouverture de Compte,Ouverture de Compte
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Brahim Aitmelouk,1,Mauvais traitements,2023-09-16 00:58:13.786616,0,https://www.google.com/maps/contrib/114609290582535629092/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,negative,Mauvais traitements,negative,Sécurité,Sécurité
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Mohamed Idssaid,5,très bien,2021-08-12 00:58:13.786620,0,https://www.google.com/maps/contrib/114353208517561517514/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,facilité d'ouverture de compte,positive,"rapide, simple",positive,Ouverture de Compte,Ouverture de Compte
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Nour Bes,5,Très bonne expérience,2023-09-16 00:58:13.786624,0,https://www.google.com/maps/contrib/101859686679325735146/reviews?hl=fr,,2023-09-16 00:58:13.897085,Expérience utilisateur,positive,facile,positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Nasim Rih,5,Très bonne expérience,2023-08-12 00:58:13.786628,0,https://www.google.com/maps/contrib/109215174738064112122/reviews?hl=fr,,2023-08-12 00:58:13.897089,expérience client,positive,positive,positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Najat Amdah,1,Très mauvaise expérience,2023-08-12 00:58:13.786631,0,https://www.google.com/maps/contrib/105072586720144718626/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,Mauvaise expérience,negative,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Khadija El Kabba,5,Très bonne expérience,2023-08-12 00:58:13.786635,0,https://www.google.com/maps/contrib/117160727440369506081/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,expérience client,positive,Très bonne,positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Khalid Aboutaha,3,Expérience neutre,2023-08-12 00:58:13.786639,0,https://www.google.com/maps/contrib/102031779459912877797/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,satisfaction client,positive,expérience neutre,positive,Satisfaction Générale,Satisfaction Générale
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Yasmine Boutrabch,1,Très mauvaise expérience,2023-08-12 00:58:13.786642,0,https://www.google.com/maps/contrib/110446332593344114380/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Satisfaction client,negative,Mauvaise,negative,Satisfaction Générale,Satisfaction Générale
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Nermine Glamour,1,Très mauvaise expérience,2023-08-12 00:58:13.786646,0,https://www.google.com/maps/contrib/115095249205227902402/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,negative,fraude,negative,Sécurité,Sécurité
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Ekegh Films,4,Bonne expérience,2022-08-12 00:58:13.786650,0,https://www.google.com/maps/contrib/109198137283887908308/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Satisfaction client,positive,Bonne expérience,positive,Satisfaction Générale,Satisfaction Générale
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Bahich Oulfakir,1,Très mauvaise expérience,2022-08-12 00:58:13.786653,0,https://www.google.com/maps/contrib/106535362831786906613/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,Mauvaise expérience,negative,Service Client,Service Client
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Brahim Islane,5,Très bonne expérience,2022-08-12 00:58:13.786657,0,https://www.google.com/maps/contrib/110092561319962089780/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Expérience utilisateur,positive,"Rapide, Simple",positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Houssin Ait Bahid,5,Très bonne expérience,2022-08-12 00:58:13.786660,0,https://www.google.com/maps/contrib/101454613543322661159/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,expérience utilisateur,positive,"rapide, simple",positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Salaheddine El Kaihal,4,Bonne expérience,2021-08-12 00:58:13.786664,0,https://www.google.com/maps/contrib/102214181663241700148/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,expérience utilisateur,positive,"facile, rapide",positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Loubna Jetti,5,Très bonne expérience,2020-08-12 00:58:13.786668,0,https://www.google.com/maps/contrib/104566571390297278191/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,expérience utilisateur,positive,très bonne,positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Historyghostofficiel,5,Très bonne expérience,2018-08-13 00:58:13.786675,0,https://www.google.com/maps/contrib/117915993214714541682/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Satisfaction client,positive,Très bonne expérience,positive,Satisfaction Générale,Satisfaction Générale
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Bk Hicham,5,Très bonne expérience,2018-08-13 00:58:13.786678,0,https://www.google.com/maps/contrib/100669681340442786307/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Satisfaction client,positive,Très bonne expérience,positive,Satisfaction Générale,Satisfaction Générale
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Abdelmajid Talha,5,Très bonne expérience,2018-08-13 00:58:13.786682,0,https://www.google.com/maps/contrib/105458055071484054570/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,expérience client,positive,très bonne,positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT IMMOBILIER ET HOTELIER (CIH) MAROC,05285-59120,"Bank Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant 83000",http://www.cihbank.ma/,Moussellak Fatiha,5,Très bonne expérience,2017-08-13 00:58:13.786685,0,https://www.google.com/maps/contrib/109629332895287768498/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Expérience utilisateur,positive,"rapide, simple",positive,Expérience Utilisateur,Expérience Utilisateur
Morocco,Taroudant,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole - Agence Taroudant F4Fm+Q95, N10, Taroudant",http://www.creditagricole.ma/,Hosni Abdelilah,1,"Personnes ne réponds au téléphone, j'ai essayé de les appeler plusieurs jours ça sonne sans réponse .
C'est dommage",2020-08-12 00:58:13.786689,1,https://www.google.com/maps/contrib/115015313396979469770/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Temps d'attente,negative,"personnes ne répondent au téléphone, essais de les appeler plusieurs jours",negative,Temps d'Attente,Temps d'Attente
Morocco,Taroudant,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole - Agence Taroudant F4Fm+Q95, N10, Taroudant",http://www.creditagricole.ma/,Mobi Sud,3,3* Pour Le Crédit Agricole,2017-08-13 00:58:13.786693,0,https://www.google.com/maps/contrib/101314520355352117280/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,ouverture de compte,positive,"dificile, longue attente",positive,Ouverture de Compte,Ouverture de Compte
Morocco,Taroudant,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole - Agence Taroudant F4Fm+Q95, N10, Taroudant",http://www.creditagricole.ma/,Oussama Elbaby,1,Mauvais service,2021-08-12 00:58:13.786696,0,https://www.google.com/maps/contrib/105409921977818305012/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,Mauvais,negative,Service Client,Service Client
Morocco,Taroudant,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole - Agence Taroudant F4Fm+Q95, N10, Taroudant",http://www.creditagricole.ma/,Meta Fellah,1,"Service épouvantable, l'agent de banque est parti en vacances et je dois attendre son retour pour créer notre compte bancaire coopératif. C'est tout simplement inacceptable, la personne qui la remplace n'a pas pu faire le travail car elle a la flemme de chercher mon dossier ! C'est pourquoi il m'a dit d'attendre.",2023-08-12 00:58:13.786700,0,https://www.google.com/maps/contrib/108100090891007244267/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Temps d'attente,negative,"Attente longue, Inacceptable",negative,Temps d'Attente,Temps d'Attente
Morocco,Taroudant,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole - Agence Taroudant F4Fm+Q95, N10, Taroudant",http://www.creditagricole.ma/,Yassine Elouali,1,Très mauvaise expérience,2023-08-12 00:58:13.786704,0,https://www.google.com/maps/contrib/114473564092171234270/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,"Mauvaise expérience, Problèmes avec les services",negative,Service Client,Service Client
